FECHA;ACTIVIDAD;TERRITORIAL;SERVICIO;IDIOMA;OFRECIDAS;ATENDIDAS;ABANDONADAS;DESCONECTADAS;AHT;NDA;PREVISION;DESV. OFRECIDAS VS PREVISION
04/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;17;17;0;0;00:02:14;100,00%;;0,00%
04/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
04/10/2024;Vithas 900;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;39,43451646;-100,00%
07/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/10/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,717755386;-100,00%
07/10/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,358877693;-100,00%
07/10/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,418690642;-100,00%
07/10/2024;Cita previa;Andalucía;Citas;Castellano;3814;3641;149;24;00:03:51;95,46%;4611,294408;-17,29%
07/10/2024;Cita previa;Andalucía;Citas;Inglés;38;34;2;2;00:04:39;89,47%;;0,00%
07/10/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1107;1069;32;6;00:04:06;96,57%;1196,16353;-7,45%
07/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;13;6;2;5;00:04:48;46,15%;;0,00%
07/10/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
07/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;4329;4119;171;39;00:03:45;95,15%;4050,747732;6,87%
07/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
07/10/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;1109;1066;42;1;00:04:10;96,12%;1131,070658;-1,95%
07/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
07/10/2024;Cita previa;Mediterráneo;Citas;Castellano;3241;3096;128;17;00:03:36;95,53%;4128,29766;-21,49%
07/10/2024;Cita previa;Mediterráneo;Citas;Catalán;330;318;10;2;00:03:33;96,36%;;0,00%
07/10/2024;Cita previa;Mediterráneo;Citas;Inglés;2;2;0;0;00:08:17;100,00%;;0,00%
07/10/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;1079;1038;39;2;00:04:06;96,20%;1399,077126;-22,88%
07/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;35;34;1;0;00:03:16;97,14%;;0,00%
07/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;1;1;0;0;00:02:55;100,00%;;0,00%
07/10/2024;Vithas 900;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;66,00995147;-100,00%
08/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/10/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,626611845;-100,00%
08/10/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,313305923;-100,00%
08/10/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,365523576;-100,00%
08/10/2024;Cita previa;Andalucía;Citas;Castellano;3174;3042;106;26;00:03:45;95,84%;3570,755139;-11,11%
08/10/2024;Cita previa;Andalucía;Citas;Inglés;33;27;5;1;00:04:45;81,82%;;0,00%
08/10/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;984;933;41;10;00:04:09;94,82%;929,4756073;5,87%
08/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;7;4;2;1;00:05:54;57,14%;;0,00%
08/10/2024;Cita previa;Área Privada;Vithas PRI;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
08/10/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
08/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;3399;3237;135;27;00:03:51;95,23%;3153,624464;7,78%
08/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
08/10/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
08/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;878;845;33;0;00:04:26;96,24%;885,6496627;-0,86%
08/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
08/10/2024;Cita previa;Mediterráneo;Citas;Castellano;2578;2502;64;12;00:03:43;97,05%;3452,653864;-25,33%
08/10/2024;Cita previa;Mediterráneo;Citas;Catalán;250;242;8;0;00:03:31;96,80%;;0,00%
08/10/2024;Cita previa;Mediterráneo;Citas;Inglés;4;4;0;0;00:10:09;100,00%;;0,00%
08/10/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;980;942;35;3;00:03:57;96,12%;1204,766734;-18,66%
08/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;30;30;0;0;00:03:04;100,00%;;0,00%
08/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;1;1;0;0;00:12:44;100,00%;;0,00%
08/10/2024;Vithas 900;Global;Información;Castellano;46;45;1;0;00:03:58;97,83%;57,62773541;-20,18%
09/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
09/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
09/10/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,599593698;-100,00%
09/10/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,299796849;-100,00%
09/10/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,34976299;-100,00%
09/10/2024;Cita previa;Andalucía;Citas;Castellano;3009;2930;67;12;00:03:50;97,37%;3530,364879;-14,77%
09/10/2024;Cita previa;Andalucía;Citas;Inglés;19;16;2;1;00:04:21;84,21%;;0,00%
09/10/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
09/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;887;859;22;6;00:04:11;96,84%;919,0751919;-3,49%
09/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;8;5;1;2;00:06:02;62,50%;;0,00%
09/10/2024;Cita previa;Área Privada;Vithas PRI;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
09/10/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
09/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2983;2900;78;5;00:03:55;97,22%;3106,264874;-3,97%
09/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;1;0;0;00:01:58;100,00%;;0,00%
09/10/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
09/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;857;830;27;0;00:04:03;96,85%;870,1941036;-1,52%
09/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;1;1;0;0;00:11:22;100,00%;;0,00%
09/10/2024;Cita previa;Mediterráneo;Citas;Castellano;531;509;15;7;00:03:36;95,86%;366,1307571;45,03%
09/10/2024;Cita previa;Mediterráneo;Citas;Catalán;179;171;8;0;00:03:37;95,53%;;0,00%
09/10/2024;Cita previa;Mediterráneo;Citas;Inglés;13;12;0;1;00:04:32;92,31%;;0,00%
09/10/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
09/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;165;162;3;0;00:03:44;98,18%;46,18949166;257,22%
09/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;28;28;0;0;00:03:20;100,00%;;0,00%
09/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
09/10/2024;Vithas 900;Global;Información;Castellano;44;44;0;0;00:03:26;100,00%;55,14295211;-20,21%
10/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
10/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
10/10/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,53831654;-100,00%
10/10/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,26915827;-100,00%
10/10/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,314017981;-100,00%
10/10/2024;Cita previa;Andalucía;Citas;Castellano;2431;2366;49;16;00:03:54;97,33%;3069,529385;-20,80%
10/10/2024;Cita previa;Andalucía;Citas;Inglés;26;24;1;1;00:04:49;92,31%;;0,00%
10/10/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
10/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;775;752;17;6;00:04:09;97,03%;803,3575888;-3,53%
10/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;11;10;0;1;00:06:25;90,91%;;0,00%
10/10/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
10/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2762;2657;85;20;00:03:54;96,20%;2772,07892;-0,36%
10/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;0;1;0;00:00:00;0,00%;;0,00%
10/10/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
10/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;771;734;33;4;00:04:05;95,20%;776,5158004;-0,71%
10/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
10/10/2024;Cita previa;Mediterráneo;Citas;Castellano;2436;2359;64;13;00:03:38;96,84%;2880,062568;-15,42%
10/10/2024;Cita previa;Mediterráneo;Citas;Catalán;188;180;8;0;00:03:46;95,74%;;0,00%
10/10/2024;Cita previa;Mediterráneo;Citas;Inglés;6;5;0;1;00:02:29;83,33%;;0,00%
10/10/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
10/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;913;878;34;1;00:04:15;96,17%;998,9197461;-8,60%
10/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;24;24;0;0;00:03:30;100,00%;;0,00%
10/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;1;1;0;0;00:02:16;100,00%;;0,00%
10/10/2024;Vithas 900;Global;Información;Castellano;60;58;2;0;00:04:19;96,67%;49,5074636;21,19%
11/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
11/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
11/10/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,478503591;-100,00%
11/10/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,239251795;-100,00%
11/10/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,279127095;-100,00%
11/10/2024;Cita previa;Andalucía;Citas;Castellano;1982;1903;60;19;00:03:52;96,01%;2366,967229;-16,26%
11/10/2024;Cita previa;Andalucía;Citas;Inglés;33;25;2;6;00:03:04;75,76%;;0,00%
11/10/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
11/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;688;659;21;8;00:04:08;95,78%;622,8037654;10,47%
11/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;9;4;3;2;00:04:40;44,44%;;0,00%
11/10/2024;Cita previa;Área Privada;Vithas PRI;Castellano;1;1;0;0;00:04:26;100,00%;;0,00%
11/10/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
11/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2182;2103;66;13;00:03:47;96,38%;2181,48598;0,02%
11/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;0;1;0;00:00:00;0,00%;;0,00%
11/10/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
11/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;665;630;30;5;00:04:09;94,74%;611,0194433;8,83%
11/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;1;1;0;0;00:12:13;100,00%;;0,00%
11/10/2024;Cita previa;Mediterráneo;Citas;Castellano;1761;1705;44;12;00:03:38;96,82%;2130,939853;-17,36%
11/10/2024;Cita previa;Mediterráneo;Citas;Catalán;185;180;3;2;00:03:40;97,30%;;0,00%
11/10/2024;Cita previa;Mediterráneo;Citas;Inglés;4;4;0;0;00:04:24;100,00%;;0,00%
11/10/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
11/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;695;665;20;10;00:04:16;95,68%;727,8688971;-4,52%
11/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;14;14;0;0;00:02:16;100,00%;;0,00%
11/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;2;0;1;1;00:00:00;0,00%;;0,00%
11/10/2024;Vithas 900;Global;Información;Castellano;55;55;0;0;00:03:18;100,00%;44,00663431;24,98%
14/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/10/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,750380631;-100,00%
14/10/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,375190316;-100,00%
14/10/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,437722035;-100,00%
14/10/2024;Cita previa;Andalucía;Citas;Castellano;3588;3497;77;14;00:03:40;97,46%;4820,898699;-25,57%
14/10/2024;Cita previa;Andalucía;Citas;Inglés;42;38;1;3;00:04:08;90,48%;;0,00%
14/10/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1086;1056;22;8;00:04:02;97,24%;1250,534599;-13,16%
14/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;18;15;1;2;00:07:31;83,33%;;0,00%
14/10/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;3893;3775;98;20;00:03:39;96,97%;4234,872629;-8,07%
14/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
14/10/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;1005;977;23;5;00:04:13;97,21%;1182,48296;-15,01%
14/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
14/10/2024;Cita previa;Mediterráneo;Citas;Castellano;2407;2349;48;10;00:03:43;97,59%;4315,947553;-44,23%
14/10/2024;Cita previa;Mediterráneo;Citas;Catalán;274;269;5;0;00:03:33;98,18%;;0,00%
14/10/2024;Cita previa;Mediterráneo;Citas;Inglés;3;1;2;0;00:05:59;33,33%;;0,00%
14/10/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
14/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;705;686;17;2;00:04:11;97,30%;1462,671541;-51,80%
14/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;50;48;0;2;00:03:00;96,00%;;0,00%
14/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
14/10/2024;Vithas 900;Global;Información;Castellano;103;103;0;0;00:03:25;100,00%;69,01040381;49,25%
15/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/10/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,628035963;-100,00%
15/10/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,314017981;-100,00%
15/10/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,366354312;-100,00%
15/10/2024;Cita previa;Andalucía;Citas;Castellano;3129;3005;98;26;00:03:47;96,04%;3578,870492;-12,57%
15/10/2024;Cita previa;Andalucía;Citas;Inglés;34;33;0;1;00:04:56;97,06%;;0,00%
15/10/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;912;875;32;5;00:04:06;95,94%;931,5880519;-2,10%
15/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;13;11;0;2;00:06:14;84,62%;;0,00%
15/10/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;3294;3197;75;22;00:03:48;97,06%;3160,791792;4,21%
15/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;2;2;0;0;00:06:00;100,00%;;0,00%
15/10/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;853;821;26;6;00:04:03;96,25%;887,6625028;-3,90%
15/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
15/10/2024;Cita previa;Mediterráneo;Citas;Castellano;2245;2159;69;17;00:03:32;96,17%;3460,500804;-35,12%
15/10/2024;Cita previa;Mediterráneo;Citas;Catalán;221;213;8;0;00:03:33;96,38%;;0,00%
15/10/2024;Cita previa;Mediterráneo;Citas;Inglés;2;2;0;0;00:04:33;100,00%;;0,00%
15/10/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
15/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;838;805;25;8;00:04:11;96,06%;1207,50484;-30,60%
15/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;40;34;2;4;00:03:28;85,00%;;0,00%
15/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;3;2;0;1;00:05:42;66,67%;;0,00%
15/10/2024;Vithas 900;Global;Información;Castellano;88;88;0;0;00:03:28;100,00%;57,75870753;52,36%
16/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
16/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
16/10/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,572339439;-100,00%
16/10/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,286169719;-100,00%
16/10/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,333864673;-100,00%
16/10/2024;Cita previa;Andalucía;Citas;Castellano;3079;2861;160;58;00:03:42;92,92%;3369,893748;-8,63%
16/10/2024;Cita previa;Andalucía;Citas;Inglés;21;19;2;0;00:07:05;90,48%;;0,00%
16/10/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
16/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;947;915;31;1;00:04:12;96,62%;877,2990468;7,94%
16/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;9;4;0;5;00:06:26;44,44%;;0,00%
16/10/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
16/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;3210;2925;203;82;00:03:45;91,12%;2965,071016;8,26%
16/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
16/10/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
16/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;948;912;32;4;00:04:10;96,20%;830,6398262;14,13%
16/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
16/10/2024;Cita previa;Mediterráneo;Citas;Castellano;2793;2587;164;42;00:03:36;92,62%;3113,287098;-10,29%
16/10/2024;Cita previa;Mediterráneo;Citas;Catalán;229;220;7;2;00:03:18;96,07%;;0,00%
16/10/2024;Cita previa;Mediterráneo;Citas;Inglés;10;8;0;2;00:08:10;80,00%;;0,00%
16/10/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
16/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;1081;1014;61;6;00:03:57;93,80%;1079,872783;0,10%
16/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;32;30;2;0;00:03:10;93,75%;;0,00%
16/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;3;3;0;0;00:08:20;100,00%;;0,00%
16/10/2024;Vithas 900;Global;Información;Castellano;90;86;4;0;00:03:34;95,56%;52,63645429;70,98%
17/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
17/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
17/10/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,513847606;-100,00%
17/10/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,256923803;-100,00%
17/10/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,299744437;-100,00%
17/10/2024;Cita previa;Andalucía;Citas;Castellano;2701;2490;151;60;00:03:36;92,19%;2930,005322;-7,82%
17/10/2024;Cita previa;Andalucía;Citas;Inglés;23;14;5;4;00:04:21;60,87%;;0,00%
17/10/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
17/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;834;787;36;11;00:04:12;94,36%;766,8413347;8,76%
17/10/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;8;5;1;2;00:05:31;62,50%;;0,00%
17/10/2024;Cita previa;Área Privada;Vithas PRI;Castellano;2;2;-1;1;00:12:08;100,00%;;0,00%
17/10/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
17/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2841;2590;187;64;00:03:40;91,17%;2646,075333;7,37%
17/10/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;1;0;0;00:07:32;100,00%;;0,00%
17/10/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
17/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;830;800;24;6;00:04:06;96,39%;741,2196276;11,98%
17/10/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
17/10/2024;Cita previa;Mediterráneo;Citas;Castellano;2674;2441;174;59;00:03:41;91,29%;2749,150633;-2,73%
17/10/2024;Cita previa;Mediterráneo;Citas;Catalán;219;207;10;2;00:03:36;94,52%;;0,00%
17/10/2024;Cita previa;Mediterráneo;Citas;Inglés;2;2;0;0;00:03:07;100,00%;;0,00%
17/10/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
17/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;1032;956;57;19;00:03:57;92,64%;953,5143031;8,23%
17/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;39;37;1;1;00:03:48;94,87%;;0,00%
17/10/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;4;2;0;2;00:07:16;50,00%;;0,00%
17/10/2024;Vithas 900;Global;Información;Castellano;51;48;2;1;00:02:55;94,12%;47,25712435;7,92%
18/10/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
18/10/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
